City,ongelukken,lat,lng
Groveland,91,28.6098,-81.8246
Kissimmee,1529,28.3041,-81.4169
Estero,318,26.4276,-81.7951
Lehigh Acres,734,26.612,-81.6388
Palm Beach Gardens,314,26.8466,-80.1679
Coral Gables,19,25.7037,-80.2715
Okahumpka,33,28.7459,-81.8962
Delray Beach,449,26.455,-80.0905
Maitland,257,28.6295,-81.3718
Miami Gardens,300,25.9433,-80.2426
North Port,181,27.0576,-82.1977
Deerfield Beach,364,26.305,-80.1277
San Antonio,8191,29.4632,-98.5238
Naples,477,26.1504,-81.7936
Zephyrhills,172,28.2409,-82.1797
Riverview,354,27.8227,-82.3023
Dunedin,129,28.0329,-82.7862
Davie,74,26.0789,-80.287
Seminole,374,27.8435,-82.784
Oldsmar,109,28.0506,-82.6698
Dade City,238,28.3565,-82.1942
Apollo Beach,114,27.7618,-82.4003
Homestead,510,25.4665,-80.4472
Osprey,49,27.1914,-82.48
Wildwood,193,38.58,-90.6698
Minneola,8,28.6067,-81.7322
Rockledge,160,28.3203,-80.736
Bunnell,7,29.4193,-81.3231
Lantana,9,26.5834,-80.0564
Ellenton,200,27.5269,-82.5258
Parrish,57,33.7323,-87.2802
Sanford,382,28.7891,-81.2757
Fort Pierce,269,27.4255,-80.3431
Mims,76,28.6929,-80.8468
Stuart,177,27.1959,-80.2444
Largo,666,27.9088,-82.7712
Winter Garden,332,28.5421,-81.5967
Zolfo Springs,20,27.4926,-81.7869
Hudson,634,41.2399,-81.4408
Deltona,55,28.905,-81.2137
Eustis,41,28.8563,-81.6771
Tavares,13,28.792,-81.7352
Apopka,355,28.7015,-81.5316
Pomona Park,9,29.5015,-81.5936
Punta Gorda,259,26.8941,-82.0513
Sebastian,32,27.7822,-80.4819
Holiday,265,28.1864,-82.7429
Altamonte Springs,357,28.6615,-81.3953
Orange City,67,28.9348,-81.2881
Leesburg,538,28.7672,-81.8962
Rocky Point,42,40.9357,-72.9364
Sorrento,66,30.1828,-90.8674
Longwood,221,28.7014,-81.3487
Homosassa,63,28.7849,-82.6079
Brandon,318,27.9367,-82.3
Ocala,568,29.178,-82.1511
Bushnell,95,28.686,-82.1165
Clermont,182,28.5325,-81.7208
Gotha,73,28.5306,-81.5191
Cocoa,338,28.382,-80.7675
Immokalee,72,26.4253,-81.4251
Ormond Beach,212,29.2985,-81.1014
Safety Harbor,31,28.008,-82.6964
Hernando Beach,14,28.4753,-82.6612
Daytona Beach,400,29.1995,-81.0982
Sebring,106,27.477,-81.453
Englewood,415,39.6468,-104.9942
Port Charlotte,93,26.9918,-82.114
Nokomis,105,27.1241,-82.4354
Wimauma,68,27.6964,-82.3034
Oviedo,178,28.658,-81.1872
Lake Mary,171,28.7592,-81.336
Thonotosassa,92,28.0464,-82.291
Alva,58,36.7895,-98.6649
Polk City,91,41.7779,-93.7134
Valrico,102,27.9193,-82.2293
Moore Haven,12,26.8338,-81.0984
Ocoee,143,28.5796,-81.5332
New Smyrna Beach,82,29.0249,-80.9652
Lake Wales,25,27.9195,-81.5961
Okeechobee,185,27.2413,-80.8298
Miramar,16,25.9773,-80.3351
Jupiter,199,26.92,-80.1128
Palm City,111,27.1735,-80.2862
Satsuma,9,30.8578,-88.0631
Bartow,35,27.8868,-81.8214
Belleair,5,27.9365,-82.8114
Haines City,16,28.1102,-81.6157
Lecanto,18,28.8359,-82.488
Pembroke Pines,145,26.0128,-80.3382
Lady Lake,16,28.9241,-81.9299
Dover,411,39.161,-75.5202
Indialantic,8,28.0871,-80.57
Miami Lakes,40,25.9125,-80.3214
Lake Placid,35,27.3037,-81.371
Sidell,5,39.9097,-87.8236
Cape Canaveral,10,28.3933,-80.6049
Auburndale,60,28.0963,-81.8012
Mount Dora,89,28.8142,-81.6344
Hallandale Beach,23,25.9854,-80.1423
Oxford,143,34.3627,-89.5336
Weeki Wachee,26,28.517,-82.5774
Ruskin,178,27.7065,-82.4209
The Villages,14,28.9034,-81.9887
Grant,14,45.0825,-92.909
Clewiston,16,26.7529,-80.9399
Wauchula,27,27.5469,-81.8102
Port Orange,81,29.1085,-81.0137
Crystal River,35,28.8964,-82.5991
Flagler Beach,18,29.4716,-81.1303
Casselberry,23,28.6624,-81.3217
Sunrise,12,26.1547,-80.2997
Lake Alfred,9,28.1041,-81.7264
Frostproof,5,27.7494,-81.5252
Fort Meade,2,39.1061,-76.7437
Altoona,111,40.5082,-78.4007
Palmetto Bay,22,25.6219,-80.3221
Umatilla,25,45.9119,-119.3133
Crescent City,38,41.7728,-124.1902
Winter Springs,28,28.6889,-81.2703
Reddick,53,29.3687,-82.1976
Bradenton Beach,2,27.4651,-82.6958
Venus,11,32.4317,-97.1018
Plantation,22,26.1259,-80.2617
Fort Myers Beach,66,26.4308,-81.9146
Jensen Beach,30,27.2437,-80.2423
Interlachen,2,29.6203,-81.8963
North Miami Beach,59,25.9302,-80.1659
Avon Park,20,27.5898,-81.5068
Belleair Beach,5,27.9242,-82.8359
Anna Maria,1,27.5297,-82.7339
Hobe Sound,81,27.0729,-80.1425
West Miami,6,25.7578,-80.2969
Kenneth City,8,27.8156,-82.7162
University Park,9,32.8506,-96.7937
Coral Springs,9,26.2702,-80.2591
Hernando,25,34.85,-89.9921
Webster,304,29.5317,-95.1188
Dunnellon,16,29.0572,-82.4289
Belle Isle,3,28.4723,-81.3491
Malabar,25,27.9884,-80.5781
Pierson,18,29.2401,-81.4559
Silver Springs,44,39.3826,-119.2148
Winter Haven,19,28.0118,-81.7014
Gainesville,454,29.6804,-82.3459
Floral City,8,28.7065,-82.309
Oak Hill,6,37.9844,-81.1277
Center Hill,4,28.6334,-81.9986
De Leon Springs,14,29.1172,-81.3517
Edgewater,52,28.9594,-80.9406
Surfside,4,25.8787,-80.125
Margate,6,26.2466,-80.2119
Longboat Key,2,27.3926,-82.6341
Gulfport,76,30.4274,-89.0704
Williston,61,48.1814,-103.6364
Treasure Island,9,27.774,-82.7663
Geneva,31,41.8833,-88.3242
Zellwood,15,28.7294,-81.5895
Fruitland Park,8,28.8599,-81.9177
Satellite Beach,19,28.1782,-80.6019
Mulberry,17,39.1975,-84.2511
Ona,12,27.483,-81.9097
Royal Palm Beach,11,26.7038,-80.2241
Palatka,19,29.6493,-81.6705
Belleair Bluffs,8,27.9198,-82.8191
Medley,10,25.8647,-80.3516
Belleview,19,29.0608,-82.0565
Summerfield,38,38.9042,-76.8678
Patrick AFB,10,28.2346,-80.6079
Madeira Beach,16,27.7985,-82.7887
Cutler Bay,47,25.5765,-80.3356
Matlacha,7,26.6303,-82.0718
Chuluota,5,28.638,-81.1159
Cocoa Beach,11,28.3327,-80.6274
Key Biscayne,8,25.6908,-80.1653
Crystal Beach,7,42.8095,-77.2582
Lauderdale Lakes,7,26.1682,-80.2017
Doral,16,25.8152,-80.3565
Miami Shores,25,25.867,-80.1779
Pahokee,2,26.8202,-80.6621
Melbourne Beach,19,28.0668,-80.561
Sunny Isles Beach,4,25.9385,-80.1246
Lake Helen,22,28.983,-81.2309
North Miami,58,25.9008,-80.1686
Oakland Park,20,26.178,-80.1528
South Miami,7,25.7079,-80.2952
Wellington,50,26.6461,-80.2699
Mascotte,3,28.611,-81.9106
Kenansville,27,34.9598,-77.9659
Astor,7,29.1635,-81.5349
Montverde,4,28.5971,-81.6786
Grand Island,87,40.9218,-98.3586
St. Petersburg,48,27.7931,-82.6652
Bokeelia,13,26.68,-82.1409
Weston,154,26.1006,-80.4054
Kathleen,15,28.1224,-82.0387
Cortez,7,37.3503,-108.5768
Coconut Creek,4,26.2803,-80.1842
Lake Panasoffkee,18,28.785,-82.1258
Captiva,5,26.5205,-82.191
Paisley,6,28.985,-81.5404
Indian Rocks Beach,10,27.8961,-82.8444
Yalaha,2,28.751,-81.8194
Trinity,16,28.1809,-82.6582
Tamarac,9,26.2056,-80.2539
Indiantown,27,27.0376,-80.491
Fern Park,6,28.6485,-81.3458
North Lauderdale,3,26.2113,-80.2209
Astatula,2,28.7065,-81.7346
Anthony,3,32.0131,-106.5984
Fairburn,156,33.5496,-84.5914
Atlanta,16427,33.7628,-84.422
Decatur,1576,39.8557,-88.9342
Tucker,403,33.8436,-84.2024
Lawrenceville,249,33.9523,-83.9932
Iva,94,34.3071,-82.6636
Augusta,2846,33.3645,-82.0708
Peachtree City,35,33.3942,-84.571
Duluth,461,46.7756,-92.1393
Newberry,346,34.2813,-81.601
Beech Island,196,33.4288,-81.8905
Ridge Spring,35,33.8453,-81.6617
Ware Shoals,31,34.3894,-82.239
North Augusta,494,33.5214,-81.9547
Aiken,862,33.5303,-81.7271
Grantville,43,33.2371,-84.8293
Hephzibah,286,33.2906,-82.0994
Graniteville,206,33.5646,-81.8078
Clinton,460,38.7499,-76.9063
Waterloo,161,42.4918,-92.3522
Marietta,1129,33.9533,-84.5422
Dacula,69,33.9815,-83.8952
Stockbridge,459,33.5254,-84.2295
Alpharetta,414,34.0704,-84.2738
Canton,513,40.8078,-81.3676
Smyrna,383,33.8633,-84.5168
Kennesaw,460,34.026,-84.6177
Anderson,1074,40.0891,-85.6892
Social Circle,17,33.6505,-83.7116
Woodstock,233,34.1026,-84.5091
Norcross,533,33.9379,-84.2065
Powder Springs,25,33.8659,-84.684
Cumming,149,34.2063,-84.1339
Buford,308,34.1192,-83.9903
Sumner,109,47.2189,-122.2338
Fayetteville,212,36.0714,-94.1661
Coleman,7,31.8317,-99.4223
Forest Park,483,33.6209,-84.359
Stone Mountain,136,33.8035,-84.1723
Austell,133,33.8201,-84.6451
Newnan,167,33.3767,-84.7761
Forsyth,123,33.0352,-83.939
Molena,4,33.0122,-84.5006
Donalds,37,34.3766,-82.3467
Tifton,62,31.4624,-83.5203
Leesville,130,31.1324,-93.2673
Fort Valley,61,32.552,-83.8817
Winder,31,33.9917,-83.7218
Saluda,149,34.0009,-81.7713
Clarkston,382,33.8117,-84.2403
Jefferson,206,34.1373,-83.6021
Milledgeville,29,33.0874,-83.2414
Gray,49,29.678,-90.7831
McDonough,309,33.4397,-84.1505
Lavonia,38,34.4341,-83.1079
Villa Rica,60,33.7294,-84.9177
Temple,164,31.1068,-97.3891
Prosperity,104,37.8385,-81.1986
Cartersville,194,34.1644,-84.8009
Adairsville,30,34.3709,-84.9212
Macon,400,32.8065,-83.6974
Conyers,175,33.6646,-83.9966
Covington,479,39.0334,-84.5166
Roswell,122,34.0391,-84.3513
Lithonia,232,33.7129,-84.106
Harlem,42,33.4275,-82.3131
Belton,183,38.8192,-94.5335
Lithia Springs,157,33.7811,-84.6487
Perry,107,32.472,-83.7283
Monetta,50,33.8501,-81.61
Washington,1520,38.9047,-77.0163
Hodges,105,34.334,-87.9299
Pine Mountain,12,32.8522,-84.8521
Brooklet,10,32.3897,-81.6668
Greensboro,1200,36.0956,-79.8271
Hawkinsville,6,32.2965,-83.4815
Laurens,166,34.5022,-82.0207
Brookhaven,46,33.8743,-84.3314
Snellville,53,33.8562,-84.0038
Starr,88,34.3774,-82.6954
Ninety Six,72,34.1696,-82.0239
Pembroke,45,34.6766,-79.1935
Due West,7,34.3335,-82.3885
Pomaria,83,34.2677,-81.4192
Acworth,124,34.0566,-84.6716
Braselton,47,34.1087,-83.8127
Hoschton,44,34.0853,-83.7594
Flowery Branch,35,34.1712,-83.9142
Oakwood,20,39.7202,-84.1734
Abbeville,84,29.9751,-92.1265
Mountville,59,40.0402,-76.4339
Suwanee,87,34.0508,-84.0686
Douglasville,91,33.7384,-84.7054
Glennville,5,31.9379,-81.9305
New Ellenton,22,33.4199,-81.6826
Edgefield,60,33.787,-81.9291
Mableton,25,33.8133,-84.5655
Warner Robins,34,32.5961,-83.6527
Jonesboro,54,35.8212,-90.6791
Riverdale,177,33.5639,-84.4103
Warrenville,727,41.8209,-88.1857
Aragon,3,34.0458,-85.057
Fair Play,74,37.6331,-93.5769
Poulan,1,31.5145,-83.7898
Statesboro,12,32.4375,-81.7751
Peachtree Corners,25,33.967,-84.232
Modoc,5,33.7192,-82.2174
Morrow,137,33.5815,-84.3391
Jasper,84,38.3933,-86.9402
Athens,73,33.9508,-83.3689
Grovetown,98,33.4503,-82.2073
Rutledge,17,36.2757,-83.5311
Ward,10,35.0117,-91.9577
Wagener,20,33.6512,-81.3625
Good Hope,3,33.7706,-117.2771
Lilburn,43,33.8897,-84.1364
Locust Grove,77,33.3446,-84.1071
Cordele,21,31.9563,-83.7694
Calhoun Falls,18,34.0933,-82.5963
Alapaha,5,31.3832,-83.2237
Hiram,20,33.8777,-84.771
Summerville,689,33.0016,-80.1799
Cornelia,14,34.517,-83.5311
Carrollton,389,32.989,-96.8999
Bogart,16,33.9479,-83.5341
Mount Carmel,16,38.4187,-87.7695
Chula,8,39.9219,-93.4776
White,27,34.2823,-84.7481
Johnston,261,41.691,-93.7234
Rome,116,34.2662,-85.1863
Honea Path,75,34.4476,-82.395
Vienna,327,38.8996,-77.2597
Conley,82,33.6399,-84.3376
Lexington,1747,38.0423,-84.4587
Bradley,38,41.1641,-87.8452
Dallas,29112,32.7935,-96.7667
Monroe,311,32.5185,-92.0774
Silver Creek,7,42.5427,-79.1678
Franklin,238,35.92,-86.8516
Homer,31,59.653,-151.5255
Trenton,714,40.2237,-74.7641
Flovilla,7,33.2524,-83.903
Calhoun,57,34.491,-84.9386
Grayson,9,33.8904,-83.9576
Cross Hill,22,34.3045,-81.9836
Senoia,23,33.3082,-84.5546
Winston,17,43.1201,-123.4246
Griffin,80,33.2418,-84.2748
Sylvester,16,31.53,-83.8338
LaGrange,52,33.0274,-85.0384
Lyons,37,41.8119,-87.8191
Gloverville,7,33.5274,-81.8144
Maysville,19,38.6455,-83.7911
Cuthbert,1,31.7713,-84.794
Sugar Hill,10,34.108,-84.0558
Rex,60,34.8508,-79.0468
Joanna,14,34.4149,-81.8086
Clarks Hill,12,40.2472,-86.7243
Alto,19,34.4649,-83.5727
Silverstreet,19,34.2177,-81.7146
Unadilla,31,32.2583,-83.7356
Fort Stewart,7,31.8811,-81.6131
Plum Branch,4,33.8482,-82.2587
Moreland,16,43.2195,-112.4378
Cochran,5,32.3875,-83.3523
Rockmart,14,34.0103,-85.044
Soperton,38,32.3782,-82.5945
Loganville,63,33.8353,-83.8958
Swainsboro,16,32.5866,-82.3345
Juliette,14,33.1109,-83.8094
Barnwell,25,33.2419,-81.3659
Pitts,1,31.9462,-83.5417
Dawsonville,46,34.4362,-84.125
Norwood,77,39.1605,-84.4535
Parrott,4,37.2168,-80.6241
Warrenton,89,38.7176,-77.7976
Woodbury,251,44.9057,-92.923
Carnesville,29,34.3729,-83.2328
Hampton,321,37.0551,-76.363
Lumpkin,4,32.0487,-84.7981
Barnesville,39,33.0508,-84.1528
Buckhead,30,31.8613,-81.2623
Salley,6,33.5671,-81.3038
Cedartown,7,34.0223,-85.2479
Tyrone,21,33.4752,-84.5941
Hull,5,43.1894,-96.1342
Wrens,4,33.207,-82.3878
Blythe,35,33.6219,-114.6195
Elberton,16,34.1063,-82.8705
Waynesboro,50,38.0674,-78.9014
Ellaville,1,32.238,-84.3089
Canon,3,34.3455,-83.1107
Thomson,51,33.4679,-82.4968
Pinehurst,29,35.1922,-79.4684
Hazlehurst,14,31.8651,-82.5994
Jenkinsburg,5,33.3224,-84.0389
Keysville,12,37.039,-78.4804
Eastman,9,32.1973,-83.1714
Statham,11,33.9647,-83.6018
Midland,94,32.0243,-102.1147
Roopville,10,33.4566,-85.1304
Alma,15,43.3799,-84.6556
Ludowici,9,31.7093,-81.7452
Elko,63,40.8381,-115.7678
Watkinsville,25,33.861,-83.4072
Waco,153,31.5599,-97.1882
Milner,4,33.1176,-84.1931
Pendergrass,13,34.1646,-83.6827
Kingston,230,41.9295,-73.9968
Richland,61,46.2824,-119.2939
Emerson,16,40.9748,-74.024
Appling,7,33.5588,-82.3183
Reynolds,3,32.5608,-84.0943
Dudley,14,35.2661,-78.0382
East Dublin,8,32.5468,-82.8675
Metter,21,32.3958,-82.0621
Register,15,32.3658,-81.8845
Talmo,6,34.1831,-83.721
Bremen,37,33.7085,-85.1495
Greenville,2634,34.8354,-82.3646
Avondale Estates,22,33.7699,-84.2648
Hartwell,7,34.3496,-82.9289
Martin,16,36.3385,-88.8513
Bowersville,1,34.373,-83.0838
Baxley,11,31.7641,-82.3509
Talbotton,4,32.6773,-84.5406
Americus,9,32.0736,-84.2248
Ball Ground,14,34.3426,-84.3637
Twin City,3,32.5829,-82.1575
Camak,6,33.4526,-82.6462
Wrightsville,53,32.727,-82.7191
Whitmire,18,34.5041,-81.6144
Preston,27,42.0989,-111.8802
Thomaston,26,32.8907,-84.3272
Sharpsburg,18,40.494,-79.9249
Jeffersonville,55,38.3376,-85.7026
Bethlehem,297,40.6266,-75.3679
Fitzgerald,10,31.7134,-83.2514
Hogansville,18,33.1674,-84.9027
Sparta,51,43.9377,-90.8131
Fairmount,13,43.0414,-76.2485
Hamilton,125,39.3939,-84.5653
Townsend,53,39.3968,-75.6943
Crawford,1,33.8831,-83.1551
Davisboro,2,32.9826,-82.6032
Comer,4,34.0625,-83.1263
Lagrange,16,41.6481,-85.418
Sycamore,21,41.9957,-88.6821
Andersonville,6,39.4338,-83.019
Montezuma,8,32.2997,-84.0246
Portal,1,32.5383,-81.9297
Dewy Rose,2,34.1681,-82.9395
Danielsville,3,34.1238,-83.2202
Oglethorpe,4,32.2934,-84.0625
Bluffton,118,32.2135,-80.9316
Omaha,9750,41.2627,-96.0529
Council Bluffs,353,41.2369,-95.8516
Red Oak,34,32.5212,-96.7866
Bellevue,1913,47.5951,-122.1535
Elkhorn,230,42.6713,-88.5377
Cedar Rapids,284,41.9662,-91.6783
Boys Town,113,41.2558,-96.1292
Papillion,352,41.1511,-96.0665
Windsor Heights,53,41.6045,-93.7128
Plattsmouth,20,41.0054,-95.894
Gretna,203,29.9101,-90.0515
La Vista,192,41.1816,-96.0664
Hornick,1,42.2305,-96.0972
Bennington,50,41.3682,-96.1616
Casey,5,39.3031,-87.9897
Des Moines,1265,41.5725,-93.6105
Marion,165,42.0451,-91.585
Ankeny,107,41.7288,-93.6031
Ashland,273,37.6942,-122.1159
Urbandale,166,41.639,-93.7812
Brooklyn,3573,40.6501,-73.9496
Valley,32,32.8088,-85.181
Dexter,57,36.7928,-89.9632
Granger,15,41.7374,-86.1348
Coralville,32,41.699,-91.5967
Woodward,10,36.4247,-99.4058
Adair,12,41.5004,-94.6434
Clive,38,41.6147,-93.798
Missouri Valley,32,41.5592,-95.9028
Sioux City,122,42.4959,-96.3901
Earlham,12,41.4943,-94.122
Blair,29,41.5416,-96.1359
Marengo,45,42.2299,-88.6163
Adel,31,31.1264,-83.4229
Indianola,11,41.3629,-93.5652
North Liberty,60,41.7438,-91.6112
Iowa City,134,41.6559,-91.5303
Salix,12,40.2964,-78.7594
Arlington,3014,32.6998,-97.125
Latimer,5,30.4974,-88.8607
Pacific Junction,14,41.018,-95.7994
Neola,12,41.4498,-95.6173
Union,428,38.4399,-90.9927
Crescent,43,35.9518,-97.5948
Steamboat Rock,2,42.4081,-93.0662
Shelby,26,35.2904,-81.5451
Waukee,30,41.5985,-93.8869
Evansdale,7,42.4635,-92.2766
Ames,80,42.0256,-93.6217
South Sioux City,13,42.4627,-96.4125
Glenwood,12,41.541,-87.6118
Carlisle,196,40.2,-77.2034
Mitchellville,16,38.9358,-76.8146
Ottumwa,18,41.0195,-92.4186
Blencoe,4,41.9303,-96.082
Anita,20,41.4437,-94.766
Minden,33,32.6187,-93.2762
Osceola,13,35.6942,-89.9934
Story City,18,42.1866,-93.5863
Newton,175,42.3316,-71.2085
Bondurant,22,41.6985,-93.4556
Runnells,2,41.5141,-93.3601
Swisher,54,41.8442,-91.6938
Sigourney,1,41.334,-92.2044
Lamoni,1,40.6201,-93.9308
Iowa Falls,8,42.519,-93.2662
Swan,5,41.4676,-93.3096
Avoca,13,41.3382,-75.7422
Nevada,8,37.8445,-94.3492
Victor,52,43.6014,-111.1108
Cedar Falls,9,42.5195,-92.4536
West Des Moines,11,41.5521,-93.7806
Minburn,5,41.7576,-94.0285
Fort Dodge,5,42.5098,-94.1751
Clear Lake,18,43.1347,-93.374
Center Point,14,33.6447,-86.6852
Knoxville,635,35.9692,-83.9496
Sioux Center,1,43.0748,-96.1707
Elkhart,30,41.6916,-85.9627
Boone,21,36.2111,-81.6669
Saint Charles,383,34.0806,-80.2249
Malvern,105,34.3734,-92.8205
Waverly,43,42.7401,-84.6354
Plainfield,204,40.6154,-74.4157
Whiting,13,41.6731,-87.4842
Grimes,18,41.6779,-93.7947
Mount Pleasant,130,32.8537,-79.8203
Emmetsburg,7,43.1145,-94.68
Malcom,4,41.7061,-92.5553
Webster City,6,42.4622,-93.8168
Underwood,12,41.3807,-95.6821
Mondamin,11,41.71,-96.0215
Tama,1,41.9648,-92.5743
Albia,1,41.0268,-92.8038
Van Horne,7,42.0083,-92.0897
Watkins,9,45.3153,-94.412
Menlo,11,34.4835,-85.4776
Odebolt,2,42.3119,-95.2545
Mingo,9,41.7662,-93.2825
Brayton,6,41.5447,-94.9302
Hiawatha,10,42.0547,-91.6911
Alden,10,42.5115,-93.3805
Dows,12,42.6592,-93.5012
Grinnell,20,41.7359,-92.7244
Syracuse,1318,43.0407,-76.1437
Carter Lake,1,41.2884,-95.9171
Truro,1,41.2098,-93.8467
Fort Calhoun,4,41.4563,-96.0264
Humboldt,3,35.8271,-88.9058
Rudd,6,43.1262,-92.9047
Floyd,6,36.9118,-80.3184
Sergeant Bluff,8,42.3978,-96.3517
Oskaloosa,6,41.2922,-92.6404
Ogden,434,41.2279,-111.9682
Offutt AFB,7,41.1207,-95.9209
Le Mars,17,42.781,-96.1733
Modale,6,41.6182,-96.0121
Gladbrook,1,42.1861,-92.7151
Little Sioux,5,41.8082,-96.0272
Montour,1,41.9803,-92.7151
Bloomfield,321,36.7401,-107.9734
Traer,1,42.1895,-92.4639
Herman,2,45.8105,-96.1414
Dunkerton,1,42.5678,-92.1609
Strawberry Point,3,42.6805,-91.5349
Winnebago,6,42.2671,-89.234
Thurman,6,40.8201,-95.7488
Mason City,15,43.1487,-93.1997
Treynor,2,41.232,-95.6063
Manly,4,43.2883,-93.2008
Lytton,3,42.4233,-94.8609
Prairie City,4,41.5954,-93.2393
Glen Ellyn,789,41.8666,-88.0629
Lombard,1500,41.8741,-88.0157
Waukegan,880,42.3698,-87.8716
Hinsdale,529,41.8007,-87.9273
McHenry,25,42.3387,-88.2932
Bartlett,816,35.2337,-89.8195
Wheaton,1234,41.8561,-88.1085
Chicago,6634,41.8375,-87.6866
Oak Brook,1009,41.8373,-87.9516
Elmhurst,1483,41.8973,-87.9432
Elgin,2347,42.0383,-88.324
Coal City,3,41.2772,-88.2803
Berwyn,126,41.8433,-87.7909
Elmwood Park,118,41.9225,-87.8163
North Chicago,226,42.3172,-87.8595
Libertyville,758,42.287,-87.967
Lisle,757,41.7918,-88.0888
Sugar Grove,32,41.7759,-88.4481
Round Lake,280,42.3435,-88.1059
Vernon Hills,252,42.234,-87.9608
Evergreen Park,11,41.7213,-87.7013
Grayslake,685,42.3405,-88.0338
Algonquin,8,42.1629,-88.3159
Naperville,297,41.748,-88.1659
Mundelein,447,42.2693,-88.0102
Wadsworth,330,41.0279,-81.7323
Clarendon Hills,126,41.7981,-87.9568
Sturtevant,42,42.6995,-87.9019
Chicago Ridge,35,41.7034,-87.7795
Bridgeton,318,38.7673,-90.4275
Roselle,499,41.9809,-88.0861
Aurora,709,39.7083,-104.7237
Willowbrook,704,33.9209,-118.2356
Highland Park,898,42.1823,-87.8104
Woodridge,659,41.737,-88.0409
Belvidere,70,42.2543,-88.8649
Hanover Park,855,41.9818,-88.1446
Downers Grove,841,41.7949,-88.0172
Winfield,271,37.274,-96.95
West Chicago,818,41.896,-88.2253
Addison,238,41.9313,-88.0085
Crystal Lake,29,42.2333,-88.3351
Calumet City,103,41.6134,-87.5505
Oak Lawn,35,41.7139,-87.7528
Markham,57,41.6,-87.6904
Hazel Crest,93,41.5732,-87.6899
Justice,81,41.7495,-87.8345
Montgomery,310,32.3482,-86.2668
Carol Stream,834,41.9181,-88.1307
Bettendorf,55,41.5657,-90.4765
West Alton,11,38.8665,-90.2085
Poplar Grove,4,42.3517,-88.8353
River Forest,11,41.895,-87.8194
Maryland Heights,154,38.7189,-90.4749
Bolingbrook,166,41.6901,-88.1021
Dundee,108,28.0115,-81.5995
Hoffman Estates,108,42.064,-88.1468
Palatine,102,42.118,-88.043
Hazelwood,232,38.7931,-90.3899
Lemont,95,41.6695,-87.9838
Lake Zurich,738,42.1956,-88.087
Melrose Park,87,41.903,-87.8636
Caseyville,15,38.6302,-90.0339
Des Plaines,367,42.0345,-87.9008
Oakbrook Terrace,107,41.8538,-87.9691
Roscoe,30,42.4256,-89.0084
Palos Hills,10,41.6986,-87.8266
Wauconda,214,42.2749,-88.1359
Mokena,40,41.5327,-87.8781
Riverwoods,32,42.1723,-87.8951
Arnold,92,39.0437,-76.4974
Effingham,62,39.1205,-88.5509
Gurnee,686,42.3708,-87.9392
Rock Island,20,41.4699,-90.5827
Zion,235,42.4603,-87.8511
Morton,48,40.6135,-89.4669
Harwood Heights,4,41.9663,-87.8057
Matteson,31,41.5095,-87.7468
Calumet Park,11,41.665,-87.6577
Rolling Meadows,81,42.0747,-88.0252
Schaumburg,173,42.0308,-88.0838
Barrington,604,42.1515,-88.1281
Hillside,363,41.8675,-87.9019
Arlington Heights,92,42.0955,-87.9826
Tinley Park,113,41.567,-87.8049
Chesterfield,439,38.6589,-90.5803
Burr Ridge,71,41.7485,-87.92
East Peoria,84,40.6736,-89.5419
Eureka,116,40.7943,-124.1564
Marseilles,5,41.3099,-88.685
Urbana,19,40.1107,-88.1973
Posen,99,41.629,-87.6859
Darien,547,41.7448,-87.9822
Collinsville,61,38.677,-90.0063
Northbrook,212,42.1292,-87.8352
Streamwood,93,42.0209,-88.1779
Lake in the Hills,5,42.1913,-88.3477
Glencoe,37,42.1347,-87.7641
Ingleside,164,27.8703,-97.2075
Lake Villa,289,42.4184,-88.0836
Channahon,33,41.421,-88.2599
South Elgin,57,41.9906,-88.3135
Fairview Heights,10,38.5974,-90.0053
Fox Lake,72,42.4239,-88.1844
Beloit,48,42.523,-89.0184
Florissant,116,38.7996,-90.3269
Pecatonica,4,42.3086,-89.3577
Volo,42,42.3299,-88.1598
Buffalo Grove,203,42.1675,-87.9615
Elk Grove Village,60,42.0064,-87.9921
Bridgeview,104,41.7403,-87.8067
Lansing,474,42.7142,-84.5601
Hammond,152,41.6168,-87.4909
Greenup,8,39.2484,-88.1598
Lincolnwood,29,42.0054,-87.733
Hainesville,18,42.3415,-88.0686
Wood Dale,11,41.9668,-87.9808
Greenview,1,40.0849,-89.7406
Chicago Heights,45,41.51,-87.6345
Mount Carroll,3,42.0948,-89.977
Round Lake Beach,57,42.3791,-88.0811
Huntley,20,42.1599,-88.433
Niles,327,42.0278,-87.8099
Itasca,55,41.9772,-88.0183
Alsip,85,41.6701,-87.7368
Cicero,113,41.8445,-87.7593
Cary,342,35.7819,-78.8195
Lindenhurst,84,40.6858,-73.371
Hickory Hills,25,41.7248,-87.828
Beach Park,112,42.426,-87.8583
Farmer City,4,40.248,-88.6423
Dolton,50,41.6284,-87.5979
New Lenox,22,41.5095,-87.9703
Joliet,125,41.5188,-88.1499
Pleasant Prairie,29,42.5266,-87.8895
Carlock,5,40.5835,-89.1288
Dwight,4,41.0983,-88.4249
Rockford,144,42.2596,-89.064
